projid,projecttitle,projectrdc,projectpi,authors,outputtitle,outputbiblio,outputyear,doi,abstract,source_file,projectstatus,projectyearstarted,projectyearended,outputtype,outputstatus,outputvenue,outputmonth,outputvolume,outputnumber,outputpages
,Effects of new transit lines on commuting: Evidence from restricted-use Census Bureau microdata,Texas,,,Effects of new transit lines on commuting: Evidence from restricted-use Census Bureau microdata,,2024.0,https://doi.org/10.1016/j.apgeog.2024.103202,,group1.csv,Unknown,,,Unknown,Published,,,,,
,Environmental Regulation and Product Mix: Evidence from the Census of Manufactures,Boston,,,Environmental Regulation and Product Mix: Evidence from the Census of Manufactures,,2012.0,https://doi.org/10.1162/003465397557196,,group1.csv,Unknown,,,Unknown,Published,,,,,
,Examining the Effects of New Transit Lines on Commuting Using Restricted-Access Census Microdata,Texas,,,Examining the Effects of New Transit Lines on Commuting Using Restricted-Access Census Microdata,,2022.0,https://doi.org/10.3386/w14373,,group1.csv,Unknown,,,Unknown,Published,,,,,
,Exploring Uses of Linked Census Data to Support Research on Demographic Change in Puerto Rico,Boston,,,Exploring Uses of Linked Census Data to Support Research on Demographic Change in Puerto Rico,,2023.0,https://doi.org/10.1146/annurev-ento-011019-025151,,group1.csv,Unknown,,,Unknown,Published,,,,,
,"House Prices, Home Equity and Entrepreneurship: Evidence from U.S. Census Micro Data",Boston,,,"House Prices, Home Equity and Entrepreneurship: Evidence from U.S. Census Micro Data",,2022.0,https://doi.org/10.1016/j.jmoneco.2022.06.002,,group1.csv,Unknown,,,Unknown,Published,,,,,
,Intergenerational Linkages between the American Community Survey and the 2000 Long-From Census,Wisconsin,,,Intergenerational Linkages between the American Community Survey and the 2000 Long-From Census,,2022.0,https://doi.org/10.1146/annurev-publhealth-040218-043750,,group1.csv,Unknown,,,Unknown,Published,,,,,
,Managing Employee Retention Concerns: Evidence from US Census Data,Triangle,,,Managing Employee Retention Concerns: Evidence from US Census Data,,2023.0,https://doi.org/10.2139/ssrn.4953379,,group1.csv,Unknown,,,Unknown,Published,,,,,
,Manufacturing Plants' Use of Temporary Workers: An Analysis Using Census Microdata,Chicago,,,Manufacturing Plants' Use of Temporary Workers: An Analysis Using Census Microdata,,2013.0,https://doi.org/10.1111/irel.12018,,group1.csv,Unknown,,,Unknown,Published,,,,,
,Models for Small Area Estimation for Census Tracts,Baruch,,,Models for Small Area Estimation for Census Tracts,,2020.0,https://doi.org/10.1111/gean.12215,,group1.csv,Unknown,,,Unknown,Published,,,,,
,"Optimized Spatial Information for 1990, 2000, and 2010 U.S. Census Microdata",Minnesota,,,"Optimized Spatial Information for 1990, 2000, and 2010 U.S. Census Microdata",,2023.0,https://doi.org/10.1038/s41597-023-02859-9,,group1.csv,Unknown,,,Unknown,Published,,,,,
,Plant-Level Productivity and Imputation of Missing Data in the Census of Manufactures,Triangle,,,Plant-Level Productivity and Imputation of Missing Data in the Census of Manufactures,,2011.0,https://doi.org/10.3386/w17816,,group1.csv,Unknown,,,Unknown,Published,,,,,
,Predictive Analytics and Organizational Architecture: Plant-Level Evidence from Census Data,Triangle,,,Predictive Analytics and Organizational Architecture: Plant-Level Evidence from Census Data,,2019.0,https://doi.org/10.2139/ssrn.3300927,,group1.csv,Unknown,,,Unknown,Published,,,,,
,Social Capital and Census Response Rates,Atlanta,,,Social Capital and Census Response Rates,,2019.0,https://doi.org/10.1177/1532673x14536923,,group1.csv,Unknown,,,Unknown,Published,,,,,
,Social Capital Measures at Census Tract Level,Atlanta,,,Social Capital Measures at Census Tract Level,,2023.0,https://doi.org/10.1080/0042098984556,,group1.csv,Unknown,,,Unknown,Published,,,,,
,The Disappearing IPO Puzzle: New Insights from Proprietary U.S. Census Data on Private Firms,Atlanta,,,The Disappearing IPO Puzzle: New Insights from Proprietary U.S. Census Data on Private Firms,,2020.0,https://doi.org/10.2139/ssrn.3556993,,group1.csv,Unknown,,,Unknown,Published,,,,,
,The Economic Effects of Firm Incentives and Improvements in Census Bureau Sampling Weights,Baruch,,,The Economic Effects of Firm Incentives and Improvements in Census Bureau Sampling Weights,,2022.0,https://doi.org/10.1086/261120,,group1.csv,Unknown,,,Unknown,Published,,,,,
